Id,Experiment,Sex,Drug,Genotype,Trial,Outcome
23,2,F,Saline,KI,3,0.097
23,2,F,Saline,KI,4,0.176
23,1,F,SKF,KI,1,0.027
23,1,F,SKF,KI,2,0.041
23,1,F,SKF,KI,3,0.079
23,1,F,SKF,KI,4,0.099
23,2,F,SKF,KI,1,0.14
23,2,F,SKF,KI,2,0.012
23,2,F,SKF,KI,3,0.056
23,2,F,SKF,KI,4,0.04
24,1,F,Saline,KI,1,0.168
24,1,F,Saline,KI,2,0.19
24,1,F,Saline,KI,3,0.217
24,1,F,Saline,KI,4,0.123
24,2,F,Saline,KI,1,0.139
24,2,F,Saline,KI,2,0.185
24,2,F,Saline,KI,3,0.061
24,2,F,Saline,KI,4,0.947
24,1,F,SKF,KI,1,0.113
24,1,F,SKF,KI,2,0.788
24,1,F,SKF,KI,3,0.731
24,1,F,SKF,KI,4,0.648
24,2,F,SKF,KI,1,0.101
24,2,F,SKF,KI,2,0.731
24,2,F,SKF,KI,3,0.386
24,2,F,SKF,KI,4,0.109
