"Id","Drug","Genotype","Sex","Experiment","Trial","Outcome"
115,"SKF","KI","F",1,2,24.5
115,"SKF","KI","F",1,3,13
115,"SKF","KI","F",1,4,28.3
116,"SKF","KI","F",1,1,7.2
116,"SKF","KI","F",1,2,2.9
116,"SKF","KI","F",1,3,2.8
116,"SKF","KI","F",1,4,3.1
117,"SKF","KI","F",1,1,60
117,"SKF","KI","F",1,2,25.1
117,"SKF","KI","F",1,3,48.2
117,"SKF","KI","F",1,4,60
118,"SKF","KI","F",1,1,60
118,"SKF","KI","F",1,2,45.7
118,"SKF","KI","F",1,3,39.7
118,"SKF","KI","F",1,4,60
108,"SKF","KI","F",2,1,47.6
108,"SKF","KI","F",2,2,60
108,"SKF","KI","F",2,3,60
108,"SKF","KI","F",2,4,60
109,"SKF","KI","F",2,1,12.4
109,"SKF","KI","F",2,2,60
109,"SKF","KI","F",2,3,17.4
109,"SKF","KI","F",2,4,6.8
110,"SKF","KI","F",2,1,60
110,"SKF","KI","F",2,2,60
110,"SKF","KI","F",2,3,60
110,"SKF","KI","F",2,4,60
111,"SKF","KI","F",2,1,23.5
111,"SKF","KI","F",2,2,8.5
111,"SKF","KI","F",2,3,2.6
111,"SKF","KI","F",2,4,1.8
112,"SKF","KI","F",2,1,29.1
112,"SKF","KI","F",2,2,37.3
112,"SKF","KI","F",2,3,14
112,"SKF","KI","F",2,4,21.3
113,"SKF","KI","F",2,1,12.6
113,"SKF","KI","F",2,2,10.7
113,"SKF","KI","F",2,3,12
113,"SKF","KI","F",2,4,3.6
114,"SKF","KI","F",2,1,4
114,"SKF","KI","F",2,2,60
114,"SKF","KI","F",2,3,4.4
114,"SKF","KI","F",2,4,2.8
115,"SKF","KI","F",2,1,8.4
115,"SKF","KI","F",2,2,0.4
115,"SKF","KI","F",2,3,32.3
115,"SKF","KI","F",2,4,24.3
116,"SKF","KI","F",2,1,8.1
116,"SKF","KI","F",2,2,3.3
116,"SKF","KI","F",2,3,22.4
116,"SKF","KI","F",2,4,60
117,"SKF","KI","F",2,1,60
117,"SKF","KI","F",2,2,60
117,"SKF","KI","F",2,3,60
117,"SKF","KI","F",2,4,51.6
118,"SKF","KI","F",2,1,14.7
118,"SKF","KI","F",2,2,13.4
118,"SKF","KI","F",2,3,40.2
118,"SKF","KI","F",2,4,60
108,"SKF","KI","F",3,1,60
108,"SKF","KI","F",3,2,60
108,"SKF","KI","F",3,3,31.2
108,"SKF","KI","F",3,4,25.8
109,"SKF","KI","F",3,1,60
109,"SKF","KI","F",3,2,60
109,"SKF","KI","F",3,3,57
109,"SKF","KI","F",3,4,60
110,"SKF","KI","F",3,1,60
110,"SKF","KI","F",3,2,56.7
110,"SKF","KI","F",3,3,60
110,"SKF","KI","F",3,4,60
111,"SKF","KI","F",3,1,55.5
111,"SKF","KI","F",3,2,32.9
111,"SKF","KI","F",3,3,23.8
111,"SKF","KI","F",3,4,8.1
112,"SKF","KI","F",3,1,60
112,"SKF","KI","F",3,2,60
112,"SKF","KI","F",3,3,56.6
112,"SKF","KI","F",3,4,58.8
113,"SKF","KI","F",3,1,18.8
113,"SKF","KI","F",3,2,15.9
113,"SKF","KI","F",3,3,29.3
113,"SKF","KI","F",3,4,5.8
114,"SKF","KI","F",3,1,46.2
114,"SKF","KI","F",3,2,41.9
114,"SKF","KI","F",3,3,34.2
114,"SKF","KI","F",3,4,15.3
115,"SKF","KI","F",3,1,60
115,"SKF","KI","F",3,2,60
115,"SKF","KI","F",3,3,60
115,"SKF","KI","F",3,4,60
116,"SKF","KI","F",3,1,54
116,"SKF","KI","F",3,2,60
116,"SKF","KI","F",3,3,60
116,"SKF","KI","F",3,4,60
117,"SKF","KI","F",3,1,60
117,"SKF","KI","F",3,2,60
117,"SKF","KI","F",3,3,60
117,"SKF","KI","F",3,4,60
118,"SKF","KI","F",3,1,54.4
118,"SKF","KI","F",3,2,60
118,"SKF","KI","F",3,3,60
118,"SKF","KI","F",3,4,60
119,"Saline","WT","F",1,1,35.4
119,"Saline","WT","F",1,2,22.3
119,"Saline","WT","F",1,3,48.1
119,"Saline","WT","F",1,4,14.3
120,"Saline","WT","F",1,1,32.8
120,"Saline","WT","F",1,2,3.8
120,"Saline","WT","F",1,3,1.9
120,"Saline","WT","F",1,4,49
121,"Saline","WT","F",1,1,11.1
121,"Saline","WT","F",1,2,19.5
121,"Saline","WT","F",1,3,21.9
121,"Saline","WT","F",1,4,13.5
122,"Saline","WT","F",1,1,31.7
122,"Saline","WT","F",1,2,28.3
122,"Saline","WT","F",1,3,3.2
122,"Saline","WT","F",1,4,8.5
123,"Saline","WT","F",1,1,24.3
123,"Saline","WT","F",1,2,9.5
123,"Saline","WT","F",1,3,3.2
123,"Saline","WT","F",1,4,2.2
124,"Saline","WT","F",1,1,60
124,"Saline","WT","F",1,2,51.9
124,"Saline","WT","F",1,3,34
124,"Saline","WT","F",1,4,20.8
125,"Saline","WT","F",1,1,3.8
125,"Saline","WT","F",1,2,5.5
125,"Saline","WT","F",1,3,9.8
125,"Saline","WT","F",1,4,60
126,"Saline","WT","F",1,1,0.6
126,"Saline","WT","F",1,2,9.8
126,"Saline","WT","F",1,3,40.6
126,"Saline","WT","F",1,4,28.4
127,"Saline","WT","F",1,1,48.4
127,"Saline","WT","F",1,2,60
127,"Saline","WT","F",1,3,8.3
127,"Saline","WT","F",1,4,42.7
128,"Saline","WT","F",1,1,14
128,"Saline","WT","F",1,2,2.1
128,"Saline","WT","F",1,3,6.1
128,"Saline","WT","F",1,4,10.5
129,"Saline","WT","F",1,1,31.9
129,"Saline","WT","F",1,2,42.2
129,"Saline","WT","F",1,3,2.9
129,"Saline","WT","F",1,4,8
130,"Saline","WT","F",1,1,13.9
130,"Saline","WT","F",1,2,32.2
130,"Saline","WT","F",1,3,41.3
130,"Saline","WT","F",1,4,4.6
119,"Saline","WT","F",2,1,14.2
119,"Saline","WT","F",2,2,60
119,"Saline","WT","F",2,3,14.4
119,"Saline","WT","F",2,4,4.5
120,"Saline","WT","F",2,1,56.5
120,"Saline","WT","F",2,2,5.4
120,"Saline","WT","F",2,3,3.5
120,"Saline","WT","F",2,4,18.3
121,"Saline","WT","F",2,1,60
121,"Saline","WT","F",2,2,20.9
121,"Saline","WT","F",2,3,15.7
121,"Saline","WT","F",2,4,10.9
122,"Saline","WT","F",2,1,56
122,"Saline","WT","F",2,2,5.6
122,"Saline","WT","F",2,3,16.8
122,"Saline","WT","F",2,4,5.7
123,"Saline","WT","F",2,1,13.5
123,"Saline","WT","F",2,2,7
123,"Saline","WT","F",2,3,9.1
123,"Saline","WT","F",2,4,6.2
124,"Saline","WT","F",2,1,7.5
124,"Saline","WT","F",2,2,5.6
124,"Saline","WT","F",2,3,44.1
124,"Saline","WT","F",2,4,25.2
125,"Saline","WT","F",2,1,27.1
125,"Saline","WT","F",2,2,4.1
125,"Saline","WT","F",2,3,13.1
125,"Saline","WT","F",2,4,4.7
126,"Saline","WT","F",2,1,35.1
126,"Saline","WT","F",2,2,32.5
126,"Saline","WT","F",2,3,18.3
126,"Saline","WT","F",2,4,27
127,"Saline","WT","F",2,1,23.4
127,"Saline","WT","F",2,2,14.8
127,"Saline","WT","F",2,3,13.7
127,"Saline","WT","F",2,4,17.3
128,"Saline","WT","F",2,1,47
128,"Saline","WT","F",2,2,15.1
128,"Saline","WT","F",2,3,7
128,"Saline","WT","F",2,4,4.1
129,"Saline","WT","F",2,1,39.7
129,"Saline","WT","F",2,2,22
129,"Saline","WT","F",2,3,14.1
129,"Saline","WT","F",2,4,8.9
130,"Saline","WT","F",2,1,60
130,"Saline","WT","F",2,2,27.4
130,"Saline","WT","F",2,3,60
130,"Saline","WT","F",2,4,51.9
119,"Saline","WT","F",3,1,60
119,"Saline","WT","F",3,2,60
119,"Saline","WT","F",3,3,4.5
119,"Saline","WT","F",3,4,21
120,"Saline","WT","F",3,1,1.8
120,"Saline","WT","F",3,2,8.5
120,"Saline","WT","F",3,3,17.4
120,"Saline","WT","F",3,4,18.5
121,"Saline","WT","F",3,1,12.1
121,"Saline","WT","F",3,2,4.2
121,"Saline","WT","F",3,3,2
121,"Saline","WT","F",3,4,8.2
122,"Saline","WT","F",3,1,60
122,"Saline","WT","F",3,2,11
122,"Saline","WT","F",3,3,60
122,"Saline","WT","F",3,4,60
123,"Saline","WT","F",3,1,60
123,"Saline","WT","F",3,2,54.4
123,"Saline","WT","F",3,3,8.8
123,"Saline","WT","F",3,4,4.4
124,"Saline","WT","F",3,1,60
124,"Saline","WT","F",3,2,46.9
124,"Saline","WT","F",3,3,10.1
124,"Saline","WT","F",3,4,5.4
125,"Saline","WT","F",3,1,16
125,"Saline","WT","F",3,2,23.1
125,"Saline","WT","F",3,3,6.9
125,"Saline","WT","F",3,4,25
126,"Saline","WT","F",3,1,1.2
126,"Saline","WT","F",3,2,1.7
126,"Saline","WT","F",3,3,60
126,"Saline","WT","F",3,4,1.8
127,"Saline","WT","F",3,1,23.4
127,"Saline","WT","F",3,2,60
127,"Saline","WT","F",3,3,60
127,"Saline","WT","F",3,4,32
128,"Saline","WT","F",3,1,52.2
128,"Saline","WT","F",3,2,33.3
128,"Saline","WT","F",3,3,45.1
128,"Saline","WT","F",3,4,22.1
129,"Saline","WT","F",3,1,4.3
129,"Saline","WT","F",3,2,12.1
129,"Saline","WT","F",3,3,15.5
129,"Saline","WT","F",3,4,11.7
130,"Saline","WT","F",3,1,60
130,"Saline","WT","F",3,2,52.2
130,"Saline","WT","F",3,3,43.2
130,"Saline","WT","F",3,4,58
119,"SKF","WT","F",1,1,60
119,"SKF","WT","F",1,2,14.6
119,"SKF","WT","F",1,3,9.1
119,"SKF","WT","F",1,4,32.7
120,"SKF","WT","F",1,1,41.2
120,"SKF","WT","F",1,2,4.4
120,"SKF","WT","F",1,3,19.4
120,"SKF","WT","F",1,4,1.8
121,"SKF","WT","F",1,1,8.8
121,"SKF","WT","F",1,2,60
121,"SKF","WT","F",1,3,15.7
121,"SKF","WT","F",1,4,17.1
122,"SKF","WT","F",1,1,17
122,"SKF","WT","F",1,2,1.4
122,"SKF","WT","F",1,3,2.2
122,"SKF","WT","F",1,4,60
123,"SKF","WT","F",1,1,60
123,"SKF","WT","F",1,2,54.5
123,"SKF","WT","F",1,3,38.2
123,"SKF","WT","F",1,4,23.3
124,"SKF","WT","F",1,1,5.4
124,"SKF","WT","F",1,2,8.6
124,"SKF","WT","F",1,3,3.7
124,"SKF","WT","F",1,4,10.7
125,"SKF","WT","F",1,1,34.3
125,"SKF","WT","F",1,2,2
125,"SKF","WT","F",1,3,20
125,"SKF","WT","F",1,4,1.9
126,"SKF","WT","F",1,1,9.1
126,"SKF","WT","F",1,2,1.2
126,"SKF","WT","F",1,3,4.2
126,"SKF","WT","F",1,4,1.7
127,"SKF","WT","F",1,1,15.3
127,"SKF","WT","F",1,2,6.4
127,"SKF","WT","F",1,3,14.6
127,"SKF","WT","F",1,4,9.1
128,"SKF","WT","F",1,1,44.6
128,"SKF","WT","F",1,2,38.5
128,"SKF","WT","F",1,3,4
128,"SKF","WT","F",1,4,3.9
129,"SKF","WT","F",1,1,28.7
129,"SKF","WT","F",1,2,3.3
129,"SKF","WT","F",1,3,3.1
129,"SKF","WT","F",1,4,3.2
130,"SKF","WT","F",1,1,11.4
130,"SKF","WT","F",1,2,5.7
130,"SKF","WT","F",1,3,4.2
130,"SKF","WT","F",1,4,3.3
119,"SKF","WT","F",2,1,60
119,"SKF","WT","F",2,2,59.9
119,"SKF","WT","F",2,3,60
119,"SKF","WT","F",2,4,60
120,"SKF","WT","F",2,1,21.1
120,"SKF","WT","F",2,2,15.1
120,"SKF","WT","F",2,3,20.3
120,"SKF","WT","F",2,4,28.9
121,"SKF","WT","F",2,1,13.6
121,"SKF","WT","F",2,2,15.7
121,"SKF","WT","F",2,3,37.4
121,"SKF","WT","F",2,4,14.8
122,"SKF","WT","F",2,1,11.6
122,"SKF","WT","F",2,2,16.8
122,"SKF","WT","F",2,3,60
122,"SKF","WT","F",2,4,2.2
123,"SKF","WT","F",2,1,60
123,"SKF","WT","F",2,2,3.8
123,"SKF","WT","F",2,3,2.7
123,"SKF","WT","F",2,4,3.2
124,"SKF","WT","F",2,1,1.7
124,"SKF","WT","F",2,2,21.4
124,"SKF","WT","F",2,3,14.6
124,"SKF","WT","F",2,4,3.8
125,"SKF","WT","F",2,1,60
125,"SKF","WT","F",2,2,4.8
125,"SKF","WT","F",2,3,7.4
125,"SKF","WT","F",2,4,39.9
126,"SKF","WT","F",2,1,2.5
126,"SKF","WT","F",2,2,11.5
126,"SKF","WT","F",2,3,6.6
126,"SKF","WT","F",2,4,18.6
127,"SKF","WT","F",2,1,42.5
127,"SKF","WT","F",2,2,18.6
127,"SKF","WT","F",2,3,14.2
127,"SKF","WT","F",2,4,3.6
128,"SKF","WT","F",2,1,32.9
128,"SKF","WT","F",2,2,60
128,"SKF","WT","F",2,3,2
128,"SKF","WT","F",2,4,2.3
129,"SKF","WT","F",2,1,29.6
129,"SKF","WT","F",2,2,17.7
129,"SKF","WT","F",2,3,4.4
129,"SKF","WT","F",2,4,3
130,"SKF","WT","F",2,1,60
130,"SKF","WT","F",2,2,60
130,"SKF","WT","F",2,3,6.5
130,"SKF","WT","F",2,4,60
119,"SKF","WT","F",3,1,28.9
119,"SKF","WT","F",3,2,60
119,"SKF","WT","F",3,3,60
119,"SKF","WT","F",3,4,60
120,"SKF","WT","F",3,1,12.4
120,"SKF","WT","F",3,2,24.5
120,"SKF","WT","F",3,3,32
120,"SKF","WT","F",3,4,40.6
121,"SKF","WT","F",3,1,12.2
121,"SKF","WT","F",3,2,50.1
121,"SKF","WT","F",3,3,13.8
121,"SKF","WT","F",3,4,5
122,"SKF","WT","F",3,1,21.7
122,"SKF","WT","F",3,2,5.5
122,"SKF","WT","F",3,3,19.2
122,"SKF","WT","F",3,4,3.1
123,"SKF","WT","F",3,1,47.7
123,"SKF","WT","F",3,2,60
123,"SKF","WT","F",3,3,35.7
123,"SKF","WT","F",3,4,60
124,"SKF","WT","F",3,1,32.1
124,"SKF","WT","F",3,2,58.4
124,"SKF","WT","F",3,3,3.7
124,"SKF","WT","F",3,4,60
125,"SKF","WT","F",3,1,60
125,"SKF","WT","F",3,2,4.4
125,"SKF","WT","F",3,3,4.2
125,"SKF","WT","F",3,4,3.1
126,"SKF","WT","F",3,1,50.1
126,"SKF","WT","F",3,2,3.9
126,"SKF","WT","F",3,3,42.1
126,"SKF","WT","F",3,4,3.4
127,"SKF","WT","F",3,1,42
127,"SKF","WT","F",3,2,60
127,"SKF","WT","F",3,3,24.4
127,"SKF","WT","F",3,4,11.2
128,"SKF","WT","F",3,1,35.9
128,"SKF","WT","F",3,2,9.9
128,"SKF","WT","F",3,3,37.2
128,"SKF","WT","F",3,4,8.1
129,"SKF","WT","F",3,1,9.8
129,"SKF","WT","F",3,2,9.9
129,"SKF","WT","F",3,3,18.9
129,"SKF","WT","F",3,4,28.7
130,"SKF","WT","F",3,1,47.1
130,"SKF","WT","F",3,2,30.9
130,"SKF","WT","F",3,3,60
130,"SKF","WT","F",3,4,58
131,"Saline","WT","M",1,1,60
131,"Saline","WT","M",1,2,60
131,"Saline","WT","M",1,3,26.2
131,"Saline","WT","M",1,4,60
132,"Saline","WT","M",1,1,60
132,"Saline","WT","M",1,2,60
132,"Saline","WT","M",1,3,60
132,"Saline","WT","M",1,4,60
133,"Saline","WT","M",1,1,15.8
133,"Saline","WT","M",1,2,60
133,"Saline","WT","M",1,3,9.4
133,"Saline","WT","M",1,4,16.1
134,"Saline","WT","M",1,1,60
134,"Saline","WT","M",1,2,33.4
134,"Saline","WT","M",1,3,37.3
134,"Saline","WT","M",1,4,6.9
135,"Saline","WT","M",1,1,43.2
135,"Saline","WT","M",1,2,29.1
135,"Saline","WT","M",1,3,28.3
135,"Saline","WT","M",1,4,38.9
136,"Saline","WT","M",1,1,8.1
136,"Saline","WT","M",1,2,2.3
136,"Saline","WT","M",1,3,60
136,"Saline","WT","M",1,4,6.5
137,"Saline","WT","M",1,1,4
137,"Saline","WT","M",1,2,49.9
137,"Saline","WT","M",1,3,18.8
137,"Saline","WT","M",1,4,2.9
131,"Saline","WT","M",2,1,49.1
131,"Saline","WT","M",2,2,29.9
131,"Saline","WT","M",2,3,20.8
131,"Saline","WT","M",2,4,7.7
132,"Saline","WT","M",2,1,23.7
132,"Saline","WT","M",2,2,13
132,"Saline","WT","M",2,3,60
132,"Saline","WT","M",2,4,36.8
133,"Saline","WT","M",2,1,9.9
133,"Saline","WT","M",2,2,8.6
133,"Saline","WT","M",2,3,7.9
133,"Saline","WT","M",2,4,13.6
134,"Saline","WT","M",2,1,60
134,"Saline","WT","M",2,2,45.7
134,"Saline","WT","M",2,3,11
134,"Saline","WT","M",2,4,15.2
135,"Saline","WT","M",2,1,60
135,"Saline","WT","M",2,2,12.9
135,"Saline","WT","M",2,3,60
135,"Saline","WT","M",2,4,60
136,"Saline","WT","M",2,1,21.6
136,"Saline","WT","M",2,2,3.5
136,"Saline","WT","M",2,3,6.5
136,"Saline","WT","M",2,4,5.7
137,"Saline","WT","M",2,1,14.8
137,"Saline","WT","M",2,2,2.8
137,"Saline","WT","M",2,3,35.4
137,"Saline","WT","M",2,4,28
131,"Saline","WT","M",3,1,60
131,"Saline","WT","M",3,2,4.9
131,"Saline","WT","M",3,3,19.9
131,"Saline","WT","M",3,4,31.5
132,"Saline","WT","M",3,1,17.4
132,"Saline","WT","M",3,2,49.2
132,"Saline","WT","M",3,3,38.1
132,"Saline","WT","M",3,4,39.3
133,"Saline","WT","M",3,1,25
133,"Saline","WT","M",3,2,23.3
133,"Saline","WT","M",3,3,11.1
133,"Saline","WT","M",3,4,6.6
134,"Saline","WT","M",3,1,60
134,"Saline","WT","M",3,2,31.2
134,"Saline","WT","M",3,3,6.6
134,"Saline","WT","M",3,4,6.7
135,"Saline","WT","M",3,1,45.2
135,"Saline","WT","M",3,2,42.4
135,"Saline","WT","M",3,3,60
135,"Saline","WT","M",3,4,47.1
136,"Saline","WT","M",3,1,33.3
136,"Saline","WT","M",3,2,25.6
136,"Saline","WT","M",3,3,17.4
136,"Saline","WT","M",3,4,1.9
137,"Saline","WT","M",3,1,25.9
137,"Saline","WT","M",3,2,7.4
137,"Saline","WT","M",3,3,14
137,"Saline","WT","M",3,4,7.7
131,"SKF","WT","M",1,1,20.4
131,"SKF","WT","M",1,2,4.7
131,"SKF","WT","M",1,3,9.9
131,"SKF","WT","M",1,4,3
132,"SKF","WT","M",1,1,7.4
132,"SKF","WT","M",1,2,1.9
132,"SKF","WT","M",1,3,2.3
132,"SKF","WT","M",1,4,12
133,"SKF","WT","M",1,1,5.5
133,"SKF","WT","M",1,2,10.7
133,"SKF","WT","M",1,3,60
133,"SKF","WT","M",1,4,3.3
134,"SKF","WT","M",1,1,7.6
134,"SKF","WT","M",1,2,2.9
134,"SKF","WT","M",1,3,1.7
134,"SKF","WT","M",1,4,3
135,"SKF","WT","M",1,1,28.9
135,"SKF","WT","M",1,2,60
135,"SKF","WT","M",1,3,36.9
135,"SKF","WT","M",1,4,42.1
136,"SKF","WT","M",1,1,2.5
136,"SKF","WT","M",1,2,27.9
136,"SKF","WT","M",1,3,7.9
136,"SKF","WT","M",1,4,4.2
137,"SKF","WT","M",1,1,20.4
137,"SKF","WT","M",1,2,13.1
137,"SKF","WT","M",1,3,11.3
137,"SKF","WT","M",1,4,1
131,"SKF","WT","M",2,1,36.8
131,"SKF","WT","M",2,2,33.2
131,"SKF","WT","M",2,3,45.8
131,"SKF","WT","M",2,4,11.2
132,"SKF","WT","M",2,1,25.2
132,"SKF","WT","M",2,2,15.6
132,"SKF","WT","M",2,3,2.8
132,"SKF","WT","M",2,4,3.1
133,"SKF","WT","M",2,1,9.2
133,"SKF","WT","M",2,2,16.7
133,"SKF","WT","M",2,3,23.4
133,"SKF","WT","M",2,4,6.5
134,"SKF","WT","M",2,1,40
134,"SKF","WT","M",2,2,9.6
134,"SKF","WT","M",2,3,13.8
134,"SKF","WT","M",2,4,3.3
135,"SKF","WT","M",2,1,13.3
135,"SKF","WT","M",2,2,13.4
135,"SKF","WT","M",2,3,4.7
135,"SKF","WT","M",2,4,34
136,"SKF","WT","M",2,1,22.6
136,"SKF","WT","M",2,2,5.3
136,"SKF","WT","M",2,3,9.8
136,"SKF","WT","M",2,4,25.1
137,"SKF","WT","M",2,1,44
137,"SKF","WT","M",2,2,3.9
137,"SKF","WT","M",2,3,28.4
137,"SKF","WT","M",2,4,1.8
131,"SKF","WT","M",3,1,19.3
131,"SKF","WT","M",3,2,42.5
131,"SKF","WT","M",3,3,5.2
131,"SKF","WT","M",3,4,8.8
132,"SKF","WT","M",3,1,60
132,"SKF","WT","M",3,2,32.2
132,"SKF","WT","M",3,3,42.3
132,"SKF","WT","M",3,4,38.9
133,"SKF","WT","M",3,1,60
133,"SKF","WT","M",3,2,60
133,"SKF","WT","M",3,3,6.7
133,"SKF","WT","M",3,4,60
134,"SKF","WT","M",3,1,26.2
134,"SKF","WT","M",3,2,60
134,"SKF","WT","M",3,3,8.6
134,"SKF","WT","M",3,4,60
135,"SKF","WT","M",3,1,60
135,"SKF","WT","M",3,2,60
135,"SKF","WT","M",3,3,60
135,"SKF","WT","M",3,4,39.3
136,"SKF","WT","M",3,1,60
136,"SKF","WT","M",3,2,8.4
136,"SKF","WT","M",3,3,52.1
136,"SKF","WT","M",3,4,16.7
137,"SKF","WT","M",3,1,60
137,"SKF","WT","M",3,2,35.1
137,"SKF","WT","M",3,3,31.7
137,"SKF","WT","M",3,4,10.2
